YEAR,MONTH,DAY,HR,WS,T2M,MSLP,RH2,dates,observations,station
2007,10,21,9,6.9,-5,1024.8,50.5,2007102109,3.1,LGR
2007,10,21,15,9.2,-3.7,1023.1,78.5,2007102115,4.8,SPZ
2007,10,22,0,8.6,-2,1012.7,62.5,2007102200,5.1,LGR
2007,10,22,6,9.3,-7.3,1021.5,74.3,2007102206,4.1,SPZ
2007,10,22,15,13.6,0.7,1008.9,82.2,2007102215,6.2,LGR
2007,10,22,21,10.3,-0.9,1015,67.6,2007102221,5.3,SPZ
2007,10,23,6,4.7,-1.3,1010.3,68.5,2007102306,2.1,LGR
2007,10,23,12,10.5,2.1,1011.8,81.3,2007102312,4,SPZ
2007,10,23,21,6,-0.4,1010.4,74.9,2007102321,2.6,LGR
2007,10,24,3,7.6,-2.3,1014.4,83.9,2007102403,4.6,SPZ
2007,10,24,12,9.4,-0.8,1016.1,89.5,2007102412,3.1,LGR
2007,10,24,18,4.6,-1.2,1017.3,83.8,2007102418,1.6,SPZ
2007,10,25,3,3.4,-3,1018.5,80.8,2007102503,1,LGR
2007,10,25,9,4.6,1.1,1018.2,68.6,2007102509,1.6,SPZ
2007,10,25,18,2.1,-1.2,1020.6,92.3,2007102518,1.6,LGR
2007,10,26,0,3.9,2,1021.7,71.7,2007102600,1.6,SPZ
2007,10,26,9,3.8,1.8,1019.2,93,2007102609,2.1,LGR
2007,10,26,15,6.6,4.4,1018.5,88.4,2007102615,3.4,SPZ
2007,10,27,0,2.9,2.3,1024.8,99.4,2007102700,3.1,LGR
2007,10,27,6,2.3,2.8,1024.2,77.8,2007102706,0.7,SPZ
2007,10,27,15,2.9,4.8,1025.8,96.1,2007102715,3.1,LGR
2007,10,27,21,1.3,3,1025.3,65.9,2007102721,2.1,SPZ
2007,10,28,6,1.5,2.3,1023.2,99.6,2007102806,1,LGR
2007,10,28,12,5,7.2,1019.6,52.3,2007102812,2.2,SPZ
2007,10,28,21,3.6,-0.5,1022.3,82.8,2007102821,3.6,LGR
2007,10,29,3,1.9,3.2,1019.4,32,2007102903,1.7,SPZ
2007,10,29,12,2.8,5.1,1018.2,42.6,2007102912,5.1,LGR
2007,10,29,18,3.8,4,1014.9,61.4,2007102918,2.6,SPZ
2007,10,30,9,5.8,2.6,1013,78.6,2007103009,1.9,LGR
2007,10,30,18,10.3,0.2,1013.5,92.6,2007103018,5.1,SPZ
2007,10,31,0,7.4,1.1,1023.5,55.6,2007103100,5.1,LGR
2007,10,31,9,7.5,3.5,1018.4,66.2,2007103109,2.1,SPZ
2007,10,31,15,9.4,2.7,1022.7,68,2007103115,4.1,LGR
2007,11,1,0,6.2,0.7,1024.5,44.5,2007110100,3.6,SPZ
2007,11,1,6,7.2,2.9,1024.6,49.9,2007110106,3.6,LGR
2007,11,1,15,8.4,3.6,1022.7,48.8,2007110115,1.6,SPZ
2007,11,1,21,7,3.8,1026.1,59.2,2007110121,3.1,LGR
2007,11,2,6,7.4,2.2,1024.9,54.2,2007110206,1,SPZ
2007,11,2,12,6.7,9.6,1026.7,49,2007110212,3.6,LGR
2007,11,2,21,5.4,3.3,1026.3,57.2,2007110221,2.6,SPZ
2007,11,3,3,2.2,4.6,1026.6,46.6,2007110303,2.1,LGR
2007,11,3,12,2,7,1024.3,60.1,2007110312,3.1,SPZ
2007,11,3,18,6.4,5.6,1023,68.7,2007110318,2.6,LGR
2007,11,4,3,3.8,2.3,1018.7,69.1,2007110403,2.1,SPZ
2007,11,4,9,9.8,3.4,1020.8,75.7,2007110409,3.4,LGR
2007,11,4,18,1.9,2,1019.8,58.8,2007110418,4.1,SPZ
2007,11,5,0,3.8,2.2,1022.3,27.6,2007110500,1.9,LGR
2007,11,5,9,1.8,0.5,1024.2,37.9,2007110509,5.1,SPZ
2007,11,5,15,4.7,5.3,1021.8,37.2,2007110515,2.8,LGR
2007,11,6,0,2.7,-5.2,1025.8,76.3,2007110600,3.6,SPZ
2007,11,6,6,2.7,0.5,1021.6,52.1,2007110606,1,LGR
2007,11,6,15,10.9,-3,1023.8,65.8,2007110615,6.2,SPZ
2007,11,6,21,15.7,-4,1026.2,80.3,2007110621,3.9,LGR
2007,11,7,6,13.1,-5.3,1024.1,61.1,2007110706,3.1,SPZ
2007,11,7,12,8.6,2.7,1020.7,66.8,2007110712,3.4,LGR
2007,11,7,21,13.7,-0.8,1016.6,74.5,2007110721,5.1,SPZ
2007,11,8,3,13.3,-1.2,1019.4,69.8,2007110803,2.8,LGR
2007,11,8,12,4.8,2.5,1018.4,53.5,2007110812,5.7,SPZ
2007,11,8,18,2.6,1.2,1015.1,45.3,2007110818,1.7,LGR
2007,11,9,3,2.6,-2.4,1012,97,2007110903,6.7,SPZ
2007,11,9,9,11.7,-5.8,1012.3,79.5,2007110909,2.4,LGR
2007,11,9,18,16.6,-9.9,1013.7,87.1,2007110918,11.8,SPZ
2007,11,10,0,8.7,-4.1,1016,88,2007111000,1.6,LGR
2007,11,10,9,12.6,-6.4,1017,60.8,2007111009,7.2,SPZ
2007,11,11,0,10.8,-4.9,1011.5,85.5,2007111100,5.1,LGR
2007,11,11,15,8.8,-1.8,1009.7,79.8,2007111115,5.1,SPZ
2007,11,11,21,14.2,-1.6,1007.7,82.8,2007111121,1.9,LGR
2007,11,12,6,10.9,-8.8,1014.5,85,2007111206,6.2,SPZ
2007,11,12,12,9.2,-7.5,1018.7,87.3,2007111212,2.8,LGR
2007,11,12,21,7.7,-11.2,1021.5,64,2007111221,3.1,SPZ
2007,11,13,3,3.6,-11.7,1024.1,54.2,2007111303,1.6,LGR
2007,11,13,12,3,-5,1016.4,47.4,2007111312,1.6,SPZ
2007,11,13,18,3.3,-5.5,1012.7,70.2,2007111318,1.6,LGR
2007,11,14,3,3.7,-8.9,1007.1,84.8,2007111403,1.6,SPZ
2007,11,14,9,4.4,-5.1,1001.6,81.6,2007111409,2.1,LGR
2007,11,14,18,12.9,-8.3,1000.8,73,2007111418,2.1,SPZ
2007,11,15,0,8.8,-12,1020.1,73.1,2007111500,2.1,LGR
2007,11,15,9,10.1,-10.3,1011.2,61,2007111509,4.1,SPZ
2007,11,15,15,9.1,-11.2,1019.4,84.8,2007111515,3.6,LGR
2007,11,16,0,7.5,-10.2,1020.6,55.9,2007111600,3.1,SPZ
2007,11,16,6,6.9,-10.7,1023.2,52.7,2007111606,3.4,LGR
2007,11,16,21,5.8,-8.2,1024.1,58.5,2007111621,4.1,SPZ
2007,11,17,6,10.8,-8.1,1018.8,54.2,2007111706,3.6,LGR
2007,11,17,12,10.2,-5.6,1020.7,62.3,2007111712,6.3,SPZ
2007,11,17,21,9.9,-7.2,1016.1,61.8,2007111721,3.1,LGR
2007,11,18,3,2.3,-9.3,1018.4,69.8,2007111803,3.8,SPZ
2007,11,18,12,2,-3,1010.3,68.9,2007111812,3.1,LGR
2007,11,18,18,4.2,-2.9,1007.7,60.7,2007111818,2.2,SPZ
2007,11,19,3,0.7,-7,1013.8,83.8,2007111903,1.6,LGR
2007,11,19,9,4.9,-3.6,1015.9,60.5,2007111909,0.2,SPZ
2007,11,19,18,1.2,-3.8,1018.2,47.7,2007111918,4.1,LGR
2007,11,20,0,5.3,-0.2,1018.8,61.5,2007112000,4.6,SPZ
2007,11,20,9,2.9,-1.5,1020.7,59.9,2007112009,2.6,LGR
2007,11,20,15,6.2,1.2,1018.2,75.7,2007112015,3.6,SPZ
2007,11,21,0,4,-1,1020.5,84.2,2007112100,2.1,LGR
2007,11,21,6,7.3,2.4,1015.5,74.4,2007112106,3.8,SPZ
2007,11,21,15,4.8,0.3,1020.9,97.4,2007112115,5.1,LGR
2007,11,21,21,4.8,2.1,1017,82.7,2007112121,4.1,SPZ
2007,11,22,6,4.4,-0.1,1018.3,98.4,2007112206,5.1,LGR
2007,11,22,12,8.2,1.4,1013.5,94.8,2007112212,1.9,SPZ
2007,11,22,21,6.1,0.6,1016.1,98.1,2007112221,3.1,LGR
2007,11,23,3,9.1,0.9,1012.4,95.5,2007112303,4.5,SPZ
2007,11,23,12,9.5,1.7,1015,100,2007112312,4.1,LGR
2007,11,23,18,5.4,1,1014.3,99.8,2007112318,1.6,SPZ
2007,11,24,3,8.2,2,1015.4,100,2007112403,4.1,LGR
2007,11,24,18,8.9,2.4,1016,100,2007112418,2.1,SPZ
2007,11,25,0,7.2,-2.2,1019.9,83.8,2007112500,3.3,LGR
2007,11,25,9,0.9,-0.4,1018.7,95.3,2007112509,1.6,SPZ
2007,11,25,15,6.4,-1.2,1018.8,73.3,2007112515,2.6,LGR
2007,11,26,0,2.4,-6.6,1022.4,57.6,2007112600,3.6,SPZ
2007,11,26,6,8,-6.3,1023.6,95.4,2007112606,2.6,LGR
2007,11,26,15,8.7,-6.4,1020,63.4,2007112615,7.2,SPZ
2007,11,26,21,17.4,-5.9,1023.7,63.2,2007112621,2.8,LGR
2007,11,27,6,5.1,-7.4,1023.8,57.6,2007112706,3.6,SPZ
2007,11,27,12,2.3,-3,1025,63.6,2007112712,4.1,LGR
2007,11,27,21,5,-5.6,1023.9,52.2,2007112721,2.6,SPZ
2007,11,28,3,1.7,-3.9,1022.1,51.3,2007112803,2.1,LGR
2007,11,28,12,2.2,-3.5,1024.9,76.8,2007112812,3.1,SPZ
2007,11,29,3,0.8,-3.2,1015.2,71.8,2007112903,1.6,LGR
2007,11,29,9,2.5,-1.2,1013.4,59.3,2007112909,1.8,SPZ
2007,11,30,0,2.5,-0.5,1012.3,62.3,2007113000,2.6,LGR
2007,11,30,9,4.1,-1.9,1010.8,74.6,2007113009,3.1,SPZ
2007,11,30,15,7.2,0,1012.8,71.3,2007113015,1.9,LGR
2007,12,1,0,1.1,-1.1,1015.4,71.3,2007120100,2.1,SPZ
2007,12,1,6,1.6,1.5,1011.6,55.4,2007120106,2.4,LGR
2007,12,1,15,2.3,0.6,1013.3,77.1,2007120115,1,SPZ
2007,12,2,6,1.8,-2.9,1018.1,95.2,2007120206,3.6,LGR
2007,12,2,12,2.5,1.2,1015.3,79.2,2007120212,0.2,SPZ
2007,12,2,21,6.6,-3.2,1014.3,84.2,2007120221,6.7,LGR
2007,12,3,3,7.4,-1.2,1002,87.1,2007120303,4.5,SPZ
2007,12,3,12,7,-3.3,1000.5,84.2,2007120312,3.1,LGR
2007,12,3,18,13.8,-6.5,1008.1,87.5,2007120318,2.4,SPZ
2007,12,4,3,4.6,-8.4,1010.8,45.9,2007120403,3.1,LGR
2007,12,4,9,11.6,-5.7,1012.9,89.1,2007120409,1.9,SPZ
2007,12,4,18,9.7,-9,1023.3,80.6,2007120418,11.3,LGR
2007,12,5,0,5.3,0.6,1022.1,52.1,2007120500,2.1,SPZ
2007,12,5,9,9,-1.2,1022.3,88,2007120509,4.6,LGR
2007,12,5,15,1.8,4.1,1019.9,52,2007120515,2.2,SPZ
2007,12,6,0,2.9,-0.8,1019.7,59,2007120600,2.6,LGR
2007,12,6,6,6.4,-0.7,1023.4,84.4,2007120606,2.2,SPZ
2007,12,6,15,1.6,-0.6,1022.5,75.4,2007120615,2.1,LGR
2007,12,6,21,2.7,2.1,1018.2,67.8,2007120621,2.1,SPZ
2007,12,7,21,2.1,-1.2,1004.9,98.4,2007120721,7.2,LGR
2007,12,8,3,8.2,-4.2,1009.7,83,2007120803,3.1,SPZ
2007,12,8,12,11.4,-3.3,1008.2,74.7,2007120812,5.1,LGR
2007,12,8,18,2.7,-6.6,1013.2,50.8,2007120818,1.6,SPZ
2007,12,9,3,5.5,-7.5,1009.8,79.5,2007120903,2.1,LGR
2007,12,9,9,4.7,-1.8,1000.5,63.9,2007120909,3.6,SPZ
2007,12,9,18,2.6,-3.7,998.6,89.9,2007120918,3.1,LGR
2007,12,10,0,4.3,-4.4,1006.2,66.9,2007121000,1.6,SPZ
2007,12,10,9,1.5,-4.1,1001.8,67.6,2007121009,1,LGR
2007,12,10,15,4.5,-3,1004.5,77.8,2007121015,1.9,SPZ
2007,12,11,0,8.9,-6.9,1016.1,72.7,2007121100,2.1,LGR
2007,12,11,6,10.2,-4.7,1014.1,77.4,2007121106,2.1,SPZ
2007,12,11,15,11.8,-5.5,1015.5,79.7,2007121115,8.8,LGR
2007,12,11,21,9.7,-6,1022.4,86.6,2007121121,3.4,SPZ
2007,12,12,6,11.7,-6.2,1022.5,73.9,2007121206,6.2,LGR
2007,12,12,12,10,-5.5,1030,87.4,2007121212,4.1,SPZ
2007,12,12,21,11.8,-4.7,1025.9,69.9,2007121221,5.1,LGR
2007,12,13,3,8.1,-6.4,1033.1,84.9,2007121303,3.3,SPZ
2007,12,13,12,3.8,-3,1030.5,63.5,2007121312,5.7,LGR
2007,12,13,18,6.3,-5,1033.4,53.5,2007121318,4.1,SPZ
2007,12,14,3,8.7,-4.6,1027.8,58.9,2007121403,3.1,LGR
2007,12,14,9,9.1,-6.5,1032.5,51.6,2007121409,4.3,SPZ
2007,12,14,18,5.9,-10.5,1026.8,39.7,2007121418,2.6,LGR
2007,12,15,0,5.1,-9.5,1029.9,55.1,2007121500,3.9,SPZ
2007,12,15,9,8,-13,1031.5,57.2,2007121509,5.7,LGR
2007,12,15,15,3.3,-9.4,1030.6,37.2,2007121515,3.3,SPZ
2007,12,16,0,10.3,-10.7,1029.2,85.3,2007121600,7.7,LGR
2007,12,16,6,2.4,-11.5,1031.7,57.1,2007121606,3.4,SPZ
2007,12,16,15,9.4,-8.5,1028.4,86,2007121615,5.1,LGR
2007,12,16,21,3.4,-9.6,1031.1,64,2007121621,2.8,SPZ
2007,12,17,6,9.8,-10.4,1028.5,77.3,2007121706,2.6,LGR
2007,12,17,12,7.8,-8.9,1030.5,69.6,2007121712,2.6,SPZ
2007,12,17,21,8.5,-9.8,1030.9,49.3,2007121721,2.6,LGR
2007,12,18,3,4.1,-7.5,1030.7,7.4,2007121803,2.4,SPZ
2007,12,18,12,7.6,-5.1,1030.5,48.8,2007121812,4.1,LGR
2007,12,18,18,3.2,-5.7,1031.7,15.7,2007121818,2.2,SPZ
2007,12,19,3,9.3,-6.4,1032.5,50.2,2007121903,2.1,LGR
2007,12,19,9,2.8,-3.1,1035.7,34.7,2007121909,3.3,SPZ
2007,12,19,18,6.7,-4.1,1033.8,30.9,2007121918,2.1,LGR
2007,12,20,0,2.4,-1.6,1033.9,23.8,2007122000,2.8,SPZ
2007,12,20,9,5.4,-1.8,1033.6,30.7,2007122009,1.6,LGR
2007,12,20,15,3.2,1.3,1032.2,21.3,2007122015,1.9,SPZ
2007,12,21,0,2.9,-1.7,1030.5,31,2007122100,1.6,LGR
2007,12,21,6,3.2,-0.9,1029.9,32.3,2007122106,1.9,SPZ
2007,12,21,15,3.9,-0.6,1029,45.2,2007122115,4.1,LGR
2007,12,22,6,3.5,-3.5,1029.1,32.2,2007122206,3.6,SPZ
2007,12,22,21,1.4,-4.4,1029.8,44.4,2007122221,1.6,LGR
2007,12,23,12,2,-1.5,1028.1,87.6,2007122312,1,SPZ
2007,12,24,3,1.6,-3,1026.3,100,2007122403,1,LGR
2007,12,24,9,2.6,-2.6,1025.3,31.2,2007122409,2.6,SPZ
2007,12,24,18,6.2,-7.1,1027.3,47.3,2007122418,2.1,LGR
2007,12,25,0,1.3,-7,1025.2,26.6,2007122500,2.6,SPZ
2007,12,25,9,5,-7,1025.8,52.2,2007122509,8.2,LGR
2007,12,25,15,3.3,-3.8,1023.1,39.2,2007122515,2.1,SPZ
2007,12,26,0,4.2,-5.1,1026.7,38.3,2007122600,3.1,LGR
2007,12,26,6,1.4,-2.2,1021.8,19.3,2007122606,1.6,SPZ
2007,12,26,15,3.3,-3.4,1025.6,52.8,2007122615,3.1,LGR
2007,12,26,21,6.1,-3.2,1029.9,61.3,2007122621,2.8,SPZ
2007,12,27,6,5.2,-5.2,1030.8,41,2007122706,1,LGR
2007,12,27,12,0.8,-1.7,1033.4,50.8,2007122712,2.4,SPZ
2007,12,27,21,6.1,-5,1032.8,52.9,2007122721,3.1,LGR
2007,12,28,3,2.5,-5.4,1034.5,26.4,2007122803,2.6,SPZ
2007,12,28,18,3.1,-3.5,1031.4,23.5,2007122818,2.1,LGR
2007,12,29,3,1.1,-4.5,1029.1,31,2007122903,1.6,SPZ
2007,12,29,9,2.1,-1.6,1026.2,16.3,2007122909,2.2,LGR
2007,12,29,18,0.3,-4.9,1025.6,25.9,2007122918,3.6,SPZ
2007,12,30,0,4.6,-6.4,1027.4,59.3,2007123000,3.1,LGR
2007,12,30,9,2.6,-3.9,1020.4,44.3,2007123009,3.6,SPZ
2007,12,30,15,8.2,-4.4,1024.2,82,2007123015,2.4,LGR
2007,12,31,0,5.4,-9.9,1026,58,2007123100,3.1,SPZ
2007,12,31,6,4.8,-8.8,1029.6,60.8,2007123106,2.4,LGR
2007,12,31,15,3.7,-7.5,1027.3,62.6,2007123115,6.2,SPZ
2007,12,31,21,5.2,-9.8,1029,60.1,2007123121,3.1,LGR
2008,1,1,3,5.6,-9.8,1026.5,65.3,2008010103,2.9,SPZ
2008,1,1,12,2.7,-9.8,1024.6,69.4,2008010112,1.6,LGR
2008,1,1,18,1.4,-12,1023.2,31.7,2008010118,1.6,SPZ
2008,1,2,3,2.3,-12.3,1025.8,94.9,2008010203,1.6,LGR
2008,1,2,18,2.2,-12,1022.9,96.6,2008010218,1,SPZ
2008,1,3,0,6.7,-6.8,1016.5,76.5,2008010300,2.1,LGR
2008,1,3,9,3,-10.2,1019.3,84.1,2008010309,4.1,SPZ
2008,1,3,15,7.3,-5.9,1014.8,84.3,2008010315,3.4,LGR
2008,1,4,0,5.9,-5.7,1022.5,95.2,2008010400,7.7,SPZ
2008,1,4,15,5.5,-5.5,1023.6,97.7,2008010415,2.1,LGR
2008,1,5,6,4.6,-4.5,1023,95.8,2008010506,3.6,SPZ
2008,1,5,12,7.1,-1.8,1017.9,89.6,2008010512,2.8,LGR
2008,1,5,21,7.5,-2.9,1017.4,98.4,2008010521,4.1,SPZ
2008,1,6,3,6.4,-2.3,1011.4,87.6,2008010603,2.8,LGR
2008,1,6,12,5.7,-2.7,1013.7,95.6,2008010612,2.6,SPZ
2008,1,6,18,7.6,-3.9,1017.5,80.1,2008010618,1.8,LGR
2008,1,7,3,2,-4.5,1021.4,60.5,2008010703,5.1,SPZ
2008,1,7,18,5.1,-5.2,1021.2,80.8,2008010718,3.1,LGR
2008,1,8,0,4.5,-4.6,1025.9,32,2008010800,2.6,SPZ
2008,1,8,9,2.7,-5.3,1027.8,25.9,2008010809,5.7,LGR
2008,1,9,0,3.6,-4.7,1024.9,77.4,2008010900,3.1,SPZ
2008,1,9,15,2.3,-2.5,1023,69.6,2008010915,2.1,LGR
2008,1,10,6,1.3,-5.5,1023.5,84.1,2008011006,3.1,SPZ
2008,1,10,12,3.9,-0.5,1023.2,75.5,2008011012,1.6,LGR
2008,1,11,3,4.1,-3.7,1022.6,57.6,2008011103,2.1,SPZ
2008,1,11,12,5.2,-2.7,1021.9,98.6,2008011112,5.1,LGR
2008,1,11,18,6.1,-2.7,1016,86.9,2008011118,3.1,SPZ
2008,1,12,3,7.6,-1.2,1013.4,99.3,2008011203,5.7,LGR
2008,1,12,9,8.8,-1,1007.8,88,2008011209,4.5,SPZ
2008,1,12,18,6.7,-1.7,1010.4,95.7,2008011218,2.1,LGR
2008,1,13,0,5.5,-3.3,1017.5,73.2,2008011300,2.1,SPZ
2008,1,13,9,7.8,-1.7,1015.4,93.9,2008011309,2.1,LGR
2008,1,13,15,7.3,-1.4,1016.5,83.1,2008011315,1.6,SPZ
2008,1,14,0,3.7,-6.2,1019.9,95,2008011400,2.1,LGR
2008,1,14,6,4.4,-4.2,1018.5,65.7,2008011406,1.6,SPZ
2008,1,14,15,2.9,-4.6,1019.9,95.7,2008011415,5.1,LGR
2008,1,14,21,4.7,-3.9,1018.3,77.4,2008011421,1.7,SPZ
2008,1,15,6,4.6,-5,1020.3,97.5,2008011506,2.6,LGR
2008,1,15,12,5.4,-3.5,1017.8,83.6,2008011512,3.6,SPZ
2008,1,15,21,7.7,-4.8,1016.7,97.9,2008011521,4.6,LGR
2008,1,16,3,9.6,-2.8,1009,78.3,2008011603,4.5,SPZ
2008,1,16,12,7.5,-3.8,1009,95.1,2008011612,7.2,LGR
2008,1,16,18,5.1,-3,1004.3,93,2008011618,2.7,SPZ
2008,1,17,9,6.5,-3.7,1015.3,81.5,2008011709,2.8,LGR
2008,1,17,18,2.9,-2.1,1015,94.5,2008011718,2.6,SPZ
2008,1,18,0,7,2.3,1019.3,68.7,2008011800,2.1,LGR
2008,1,18,9,4,-4.1,1020.8,84.1,2008011809,2.6,SPZ
2008,1,18,15,8.6,1.4,1020,58,2008011815,1.7,LGR
2008,1,19,0,3.4,0.9,1026.8,40.3,2008011900,1,SPZ
2008,1,19,6,10.4,2.4,1025.1,62.6,2008011906,3.3,LGR
2008,1,19,15,1.9,3.6,1025.7,46.1,2008011915,3.1,SPZ
2008,1,19,21,2.9,2.3,1026.9,27.5,2008011921,3.3,LGR
2008,1,20,6,2.3,1.7,1026.1,25.8,2008012006,2.6,SPZ
2008,1,20,12,2.3,6.2,1026.4,45.8,2008012012,3.1,LGR
2008,1,20,21,2.7,2.3,1025.6,21.1,2008012021,1.6,SPZ
2008,1,21,3,2.6,4,1022.9,28.7,2008012103,2.6,LGR
2008,1,21,12,2.1,4.3,1020.3,55.3,2008012112,1,SPZ
2008,1,21,18,3.4,3.1,1016.9,35.7,2008012118,2.4,LGR
2008,1,22,3,1.9,-2.4,1012.6,82.5,2008012203,3.1,SPZ
2008,1,22,9,10.4,-1.2,1011.5,82,2008012209,1.7,LGR
2008,1,22,18,17.3,-9.5,1017.6,78.1,2008012218,7.7,SPZ
2008,1,23,0,5.4,-3.6,1031.7,52.8,2008012300,2.2,LGR
2008,1,23,9,10.1,-6.9,1027.6,43.6,2008012309,4.6,SPZ
2008,1,23,15,6.4,-1.5,1030.1,47.3,2008012315,3.6,LGR
2008,1,24,0,2.9,-2.2,1029.9,52.6,2008012400,2.6,SPZ
2008,1,24,6,1.6,0.9,1028.5,56.1,2008012406,2.1,LGR
2008,1,24,15,0.7,0.6,1029.9,67,2008012415,2.1,SPZ
2008,1,24,21,1.9,0.7,1029.4,47.4,2008012421,3.1,LGR
2008,1,25,6,8.1,-0.2,1031.1,83.6,2008012506,2.6,SPZ
2008,1,25,12,7.7,-1,1037.7,59.6,2008012512,3.8,LGR
2008,1,25,21,3.2,-4.1,1037.8,28.2,2008012521,3.6,SPZ
2008,1,26,3,4.1,-1.4,1037.7,13.3,2008012603,2.4,LGR
2008,1,26,12,4.8,2,1033.3,71.6,2008012612,3.6,SPZ
2008,1,26,18,4.1,2.7,1034.5,15.8,2008012618,2.4,LGR
2008,1,27,3,8.4,-4.2,1030.7,35.2,2008012703,7.2,SPZ
2008,1,27,9,12.2,0.2,1031.1,35.5,2008012709,3.8,LGR
2008,1,27,18,14.1,-2.5,1024.6,63.4,2008012718,18,SPZ
2008,1,28,0,3.5,2.7,1029.9,36.7,2008012800,2.6,LGR
2008,1,28,9,6.1,2.5,1029,66.8,2008012809,5.1,SPZ
2008,1,28,15,3.9,5.9,1029.3,56.8,2008012815,2.2,LGR
2008,1,29,0,1.5,-1.2,1027.3,56.4,2008012900,3.1,SPZ
2008,1,29,6,1.5,2.5,1026,23.8,2008012906,2.4,LGR
2008,1,29,15,2.4,1.8,1025.3,66.8,2008012915,2.1,SPZ
2008,1,29,21,2.7,3.4,1024.4,32.4,2008012921,1.6,LGR
2008,1,30,6,3,-3.1,1023.7,80.1,2008013006,3.1,SPZ
2008,1,30,12,2.1,-0.8,1022.4,85.8,2008013012,1.8,LGR
2008,1,30,21,5.5,-5.3,1021.7,84.3,2008013021,3.1,SPZ
2008,1,31,3,5.2,-5.4,1025.9,80.8,2008013103,2.2,LGR
2008,1,31,12,2.5,-4.6,1023.3,97.7,2008013112,4.1,SPZ
2008,2,1,3,4.4,-6.3,1020.3,97.6,2008020103,2.1,LGR
2008,2,1,9,5.1,-2.6,1013.9,77.3,2008020109,2.2,SPZ
2008,2,1,18,3.4,-5.6,1013.6,83.4,2008020118,2.6,LGR
2008,2,2,0,3.8,-7.3,1019.9,31.3,2008020200,2.4,SPZ
2008,2,2,9,3.7,-5.3,1011.8,98.2,2008020209,5.7,LGR
2008,2,2,15,8.9,-6.6,1019.3,76.2,2008020215,2.9,SPZ
2008,2,3,0,6,-5.9,1021.3,77.8,2008020300,1.6,LGR
2008,2,3,6,4.6,-7.6,1024.3,44.7,2008020306,1.6,SPZ
2008,2,3,15,3.2,-4.2,1023,94.9,2008020315,3.1,LGR
2008,2,3,21,8.6,-5,1019.7,77.9,2008020321,4.5,SPZ
2008,2,4,6,5,-4.6,1017.8,98,2008020406,4.1,LGR
2008,2,4,12,6.8,-3.1,1013.6,82.1,2008020412,4.1,SPZ
2008,2,4,21,5.2,-3.5,1012.5,91.9,2008020421,2.1,LGR
2008,2,5,3,7.8,-5.3,1020.7,82.6,2008020503,3.3,SPZ
2008,2,5,18,2,1.3,1021.6,54.7,2008020518,2.1,LGR
2008,2,6,3,1,-4.7,1025.6,61.5,2008020603,2.1,SPZ
2008,2,6,9,6.1,1.7,1022.9,84.9,2008020609,2.2,LGR
2008,2,6,18,6.8,-6.6,1028,68.4,2008020618,2.1,SPZ
2008,2,7,0,4.8,-6.3,1037.9,39.8,2008020700,3.4,LGR
2008,2,7,9,11.2,-8,1035.4,72.7,2008020709,4.1,SPZ
2008,2,7,15,7,-5.5,1038.2,53.3,2008020715,3.6,LGR
2008,2,8,0,7.6,-8.1,1035.5,35.9,2008020800,4.6,SPZ
2008,2,8,6,3.2,-6,1037.3,18.8,2008020806,3.8,LGR
2008,2,8,15,4.7,-4.3,1035.5,56.8,2008020815,1,SPZ
2008,2,8,21,3.1,-2,1033.5,35.7,2008020821,3.6,LGR
2008,2,9,6,6.4,-7.3,1033.3,31.7,2008020906,3.6,SPZ
2008,2,9,12,1.4,0.5,1033,74.1,2008020912,2.6,LGR
2008,2,10,3,3,-4.1,1031.7,35.8,2008021003,1.4,SPZ
2008,2,10,12,2.5,-1.9,1031,67.3,2008021012,3.1,LGR
2008,2,10,18,3.5,-2.3,1030.8,32.5,2008021018,2.1,SPZ
2008,2,11,3,6.6,-8,1032.5,48.9,2008021103,1.6,LGR
2008,2,11,9,4.1,-5.1,1033.7,27.1,2008021109,2.2,SPZ
2008,2,11,18,8.1,-7.7,1033.2,50.9,2008021118,3.1,LGR
2008,2,12,0,2.3,-5.8,1034.1,22.3,2008021200,1.9,SPZ
2008,2,12,9,6.7,-5.5,1031.9,45.3,2008021209,1,LGR
2008,2,12,15,3.5,-2.7,1032.5,55.2,2008021215,1.7,SPZ
2008,2,13,0,2.5,-5.8,1033,25.7,2008021300,1,LGR
2008,2,13,6,1.1,-5.4,1033.4,24.3,2008021306,2.9,SPZ
2008,2,13,15,2.2,-1.8,1032.2,53.5,2008021315,1.6,LGR
2008,2,13,21,3.6,-2.8,1033.6,19.8,2008021321,2.1,SPZ
2008,2,14,6,4.4,-4.3,1030.7,9.3,2008021406,1,LGR
2008,2,14,12,1.1,0.1,1031.5,60,2008021412,2.8,SPZ
2008,2,14,21,3.9,-4.9,1029,19.7,2008021421,2.1,LGR
2008,2,15,3,4.6,-3.6,1029.4,41.4,2008021503,2.6,SPZ
2008,2,15,12,6.6,-1.6,1025.5,62.3,2008021512,4.1,LGR
2008,2,15,18,6.7,-5,1030.1,46.7,2008021518,2.7,SPZ
2008,2,16,3,7,-11.5,1032,18.5,2008021603,6.7,LGR
2008,2,16,9,7.9,-6.4,1035.9,32.5,2008021609,5,SPZ
2008,2,16,18,8.1,-10.4,1036.5,31.2,2008021618,6.2,LGR
2008,2,17,0,4.3,-5.7,1038.8,25.3,2008021700,2.4,SPZ
